city,state,country,name,parent_id,unique_id,directions,lat,lon,description,date_created,activities/0/name,activities/0/unique_id,activities/0/place_id,activities/0/activity_type_id,activities/0/activity_type_name,activities/0/url,"activities/0/attribs/""length""","activities/0/attribs/""nightride""",activities/0/description,activities/0/length,activities/0/activity_type/created_at,activities/0/activity_type/id,activities/0/activity_type/name,activities/0/activity_type/updated_at,activities/0/thumbnail,activities/0/rank,activities/0/rating,activities/1/name,activities/1/unique_id,activities/1/place_id,activities/1/activity_type_id,activities/1/activity_type_name,activities/1/url,"activities/1/attribs/""length""",activities/1/description,activities/1/length,activities/1/activity_type/created_at,activities/1/activity_type/id,activities/1/activity_type/name,activities/1/activity_type/updated_at,activities/1/thumbnail,activities/1/rank,activities/1/rating,activities/0/attribs/null,"activities/0/attribs/""type""",activities/2/name,activities/2/unique_id,activities/2/place_id,activities/2/activity_type_id,activities/2/activity_type_name,activities/2/url,"activities/2/attribs/""type""",activities/2/description,activities/2/length,activities/2/activity_type/created_at,activities/2/activity_type/id,activities/2/activity_type/name,activities/2/activity_type/updated_at,activities/2/thumbnail,activities/2/rank,activities/2/rating
State College,Pennsylvania,United States,Chestnut Spring,,26552,Part of the Rothrock State Forest trail network.,40.69662,-77.71107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenwood Springs,Colorado,United States,Dawson,,18520,,0,0,,,Dawson,6-1666,18520,9,snow sports,http://www.snowtoit.com/trail.php?c=73&i=1666,,,Dawson is a bumped out blue run with a nice steep face off of lift 3.,0,2012-08-15T17:33:19Z,9,snow sports,2012-08-15T17:33:19Z,,,0,,,,,,,,,,,,,,,,,,"""Lift-serviced \/ Resort""",,,,,,,,,,,,,,,,
Saratoga,Wyoming,United States,Stump Hollow,,4167,Take Wyoming Highway 130/230 south of Saratoga approximately 7.5 miles. Turn onto Wyoming Highway 130. Drive east for approximately 14 miles to National Forest System Road (NFSR) 100. Take NFSR 100 for about 2.5 miles from Highway 130. The trailhead is located on NFSR 100 just across the road from Lincoln Park Campground.,41.3758,-106.51363,,,Stump Hollow,1-2128,4167,5,mountain biking,http://www.singletracks.com/item.php?c=1&i=2128,"""3""",null,"A multiuse trail that is shared with ATVs.  Connects to other forest roads on the Medicine Bow National Forest.  Nothing special, but it's there if you're in the area.  Can be loose in spots.",3,2012-08-15T16:12:35Z,5,mountain biking,2012-08-15T16:12:35Z,http://images.singletracks.com/2009/trails/02/2128-1183001375.jpg,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tempe,Arizona,United States,Papago Park Area,,145,"To get to the trail head starting from Mill Ave &amp; University:Take Mill North, over the lake. Keep on it until Priest Drive/Galvin Parkway. Take a right. Go on Galvin until McDowell. Take a right. Go until the corner of a Jaguar/Porche dealer and take it right onto College. (Dealership on right). Take that just over a mile. You'll see a stone sign for Canal Park. Take that. It's called Marigold. Park in the lot. Ride in the direction you were driving until you see trails on left. You could also go to the right and head for the big slick looking rocks. Those trails are much more tame, but still fun.",33.44808,-111.93663,,,Papago Park Area,1-61,145,5,mountain biking,http://www.singletracks.com/item.php?c=1&i=61,"""5""",null,"This is an easy network and immpossible to get completely lost. A few of the stretches you can take at high speeds, but the semi-large chunky rocks will slow you down. This is a ride I do in the middle of summer, mid day. It usually isn't too bad, unless it's really humid, which is rare. Even then we rode for over an hour. It's not for the beginners because of some of the climb, and it gets you winded if you're going fast enough. ",5,2012-08-15T16:12:35Z,5,mountain biking,2012-08-15T16:12:35Z,http://images.singletracks.com/2009/trails/01/1089048259.jpg,,3.88,Papago Park Area,2-261,145,2,hiking,http://www.tripleblaze.com/trail.php?c=3&i=261,"""5""","Papago Park Area features 5 miles of hiking trails near Tempe, AZ.",5,2012-08-15T16:12:21Z,2,hiking,2012-08-15T16:12:21Z,,,0,,,,,,,,,,,,,,,,,,
Harrisonburg,Virginia,United States,Reddish Knob,,3830,"From Harrisonburg, take 42 south to Dayton.  From Dayton take 257 west, following 257 signs through Montezuma and Ottobine.  At Ottobine, follow 257 south.  After a few miles, 257 will turn left and take the name Briery Branch Road.  After a few more miles, Briery Branch Road will make a left and a right shortly thereafter.  When you hit the right fork to Hone Quarry, stay left on Briery Branch.  A few more miles you will see a parking area on the left right below the Briery Reservoir dam.  This is a popular parking area for the myraid of loops possible from here.",38.45087,-79.15915,,,Reddish Knob,1-3732,3830,5,mountain biking,http://www.singletracks.com/item.php?c=1&i=3732,"""20""",null,"There are a bunch of loops available from here.  Get a map or find a local for best results.  As a minimum, the Falcon Guide &quot;Mountain Biking Virginia&quot; has some good info.  There are a number of routes up, including Hone Quarry, the paved road, California Ridge, and Lynn Trail to Wolf Ridge, to Timber Ridge.  None of these are easy.  Even the paved road requires a steep grade over a long distance.  Each of the singletrack options are even steeper and all but California Ridge can be highly techncal.  At the top, be sure to take the little swirl of a road that goes to the top of Reddish Knob, the highest point in this part of VA, with unobstructed views of the Shanendoah to the east and West Virginia to the west.  Any of those brutal singletrack climbs will make a fine downhill.  At about 8 miles, the Timber ridge descent is the longest, but will require a few sharp climbs along the way.  The last two miles before hitting the dirt road at the bottom are totally primo.  The rest can be very rocky or very narrow or both.  Much of the trail is covered with leaves or grass so you can't see what's at the bottom of the groove.  That makes for some dicey moments if you're flying down at warp speed and you don't know where the roots and rocks are.  The Timber Ridge to Wolf Ridge to Lynn trail descent is scary steep in places and has some very tight singletrack.  If you take Wolf all the way down, or Timber Ridge, or the Sand Springs Mountain trail that lies between, you will arrive at Tillman road.  Take this back north to Briery Branch Road to then head back up a couple miles to the parking area.  Tillman Road turns into Tighlman Road, which can be confusing; don't worry, you're on the right path either way.  If you want to take Timber Ridge all the way down (recommended for the last couple miles), make sure you don't miss the fork right at the intersection with Sand Springs Mountain.  Pick your poison and have a great ride!",20,2012-08-15T16:12:35Z,5,mountain biking,2012-08-15T16:12:35Z,http://images.singletracks.com/2012/08/6-5.jpg,,4.5,Reddish Knob,2-1779,3830,2,hiking,http://www.tripleblaze.com/trail.php?c=3&i=1779,"""20""","Reddish Knob features 20 miles of hiking trails near Harrisonburg, VA.",20,2012-08-15T16:12:21Z,2,hiking,2012-08-15T16:12:21Z,,,0,,,,,,,,,,,,,,,,,,
Port Mayaca,Florida,United States,Loop 1,,5808,Located in DuPuis Wildlife Management Area,27.005604,-80.558911,,,Loop 1,2-2479,5808,2,hiking,http://www.tripleblaze.com/trail.php?c=3&i=2479,"""5""",,Easy 5 mile loop that offers great vistas of the Northern Everglades.,5,2012-08-15T16:12:21Z,2,hiking,2012-08-15T16:12:21Z,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Windom,Minnesota,United States,Kilen Woods State Park,,17803,"From the town of Lakefield, go 4 miles north on Hwy. 86 until you hit the junction of 86 and County Road 24. Then go 5 miles east on County Road 24 to the park.",43.722604,-95.054728,"For a quiet, relaxing time, hike the cool woodland trail which meanders along the tranquil Des Moines River, or enjoy the view of the river valley from Dinosaur Ridge Overlook. You'll find pleasant surprises as you explore small creeks, prairie grasslands, and oak savannas. Visitors enjoy camping, canoeing, fishing, picnicking and hiking.",,Kilen Woods State Park,2-4616,17803,2,hiking,http://www.tripleblaze.com/trail.php?c=3&i=4616,"""5""",,"Moderate trails that take you along a hilly terrain. Trails are best in the spring when prairie and woodland flowers are in bloom. Trails go through prairie, oak savanna and floodplain forest.",5,2012-08-15T16:12:21Z,2,hiking,2012-08-15T16:12:21Z,,,0,Kilen Woods State Park,3-8628,17803,6,camping,http://www.tripleblaze.com/trail.php?c=2&i=8628,"""3""","For a quiet, relaxing time, hike the cool woodland trail which meanders along the tranquil Des Moines River, or enjoy the view of the river valley from Dinosaur Ridge Overlook. You'll find pleasant surprises as you explore small creeks, prairie grasslands, and oak savannas. Visitors enjoy camping, canoeing, fishing, picnicking and hiking.",3,2012-08-15T17:31:31Z,6,camping,2012-08-15T17:31:31Z,,,0,,,,,,,,,,,,,,,,,,
Saco,Montana,United States,Nelson Reservoir,,8009,Site is near Saco on State Highway 2.,0,0,,,Nelson Reservoir,3-1700,8009,6,camping,http://www.tripleblaze.com/trail.php?c=2&i=1700,"""3""",,"The Nelson Reservoir, a feature of the Milk River Project, is located 19 miles northeast of Malta, Montana provides offstream storage for irrigation of Malta Division lands in the Saco and Hinsdale area. This reservoir, with 4,320 surface acres and 30 miles of shoreline, offers good fishing for walleye, perch, and northern pike. Concrete boat ramp, campground, and picnic shelters.Current Reservoir levels ",3,2012-08-15T17:31:31Z,6,camping,2012-08-15T17:31:31Z,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hutchinson,Kansas,United States,Sand Hills State Park,,16718,"North of Hutchinson on K-61, Can be accessed off of 56th Street or 69th Street",38.130124,-97.844855,"In 1974 the Kansas Park and Resources Authority acquired 640 acres of land from Kansas State Industrial Reformatory. These 640 acres bacame the 22nd State Park in Kansas by a House Bill signed by Governor Robert Docking. Shortly after this transfer, the Dillon Family of Hutchinson donated an adjacent 320 acres. With the donation, the Park and Resources Authority was able to acquire another adjacent 163 acres with Federal Land and Water Funds, thus establishing the present 1,123 acre Park.",,Sand Hills State Park,2-4060,16718,2,hiking,http://www.tripleblaze.com/trail.php?c=3&i=4060,"""10""",,Eight multi-use trails for hiking.,10,2012-08-15T16:12:21Z,2,hiking,2012-08-15T16:12:21Z,,,5,Sand Hills State Park,3-8447,16718,6,camping,http://www.tripleblaze.com/trail.php?c=2&i=8447,"""3""","We have construction under way for the new campground at Sand Hills State Park. It will be in construction for some time with a 10-acre pond going in and 50 campsites, some with corrals for horses.",3,2012-08-15T17:31:31Z,6,camping,2012-08-15T17:31:31Z,,,0,,,,,,,,,,,,,,,,,,
,California,United States,Long Meadow Group,,10094,"From Highway 99 turn east on J22. Travel on J22 through California Hot Springs to the &amp;amp;quot;T&amp;amp;quot; intersection, turn left on M50. Travel on M50 for 10 miles to the next left turn at M107. Travel on M107 approximately 6 miles to the entrance to Long Meadow on the right.",35.979167,-118.580556,,,Long Meadow Group,3-4509,10094,6,camping,http://www.tripleblaze.com/trail.php?c=2&i=4509,"""3""",,"Long Meadow Group Campground is a remote facility within Sequoia National Forest, in the southern portion of Giant Sequoia National Monument. The area is named for the giant sequoia, the world&amp;amp;#39;s largest tree, which grows in more than 30 groves on the forest&amp;amp;#39;s lower slopes.",3,2012-08-15T17:31:31Z,6,camping,2012-08-15T17:31:31Z,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junction,Texas,United States,Junction / North Llano River  Koa,,9595," From I-10 East or West take Exit 456, turn south onto US 377 for 0.5 mile (cross over North Llano River Bridge).  KOA is immediately after the bridge on the right.  Turn right into KOA. ",30.500833,-99.778611,,,Junction / North Llano River  Koa,3-4009,9595,6,camping,http://www.tripleblaze.com/trail.php?c=2&i=4009,"""3""",,"  Ever hear that the stars at night are big and bright, deep in the heart of Texas?  Well, they are right!  Come see for yourself!  The Junction/N. Llano River KOA is conveniently located off of I-10 and Highway 83.  From spacious  big-rig friendly pull-thru ,  full hookup sites  to  primitive tent sites  to  KOA kabins , we can offer you a great stay in a peaceful,  natural pecan orchard  along the  banks of the N. Llano River .   Free WiFi  is available throughout the park.  Bring your motorcycle and  cruise  the winding,  scenic roads  through &amp;quot;hill country&amp;quot;.  There are so  many area activities and attractions  you&amp;amp;#39;ll have to stay an extra day or two.  When you get tired of sightseeing,  relax in the park  around the  pool  or play in our  playground .  We have a  book exchange , as well as  sport equipment  to borrow, so you&amp;amp;#39;ll never be bored!   We are a gated, secure campground  please make a reservation!   ",3,2012-08-15T17:31:31Z,6,camping,2012-08-15T17:31:31Z,http://images.tripleblaze.com/2011/03/4009-1300517580-0.jpg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breckenridge,Colorado,United States,Baker Tank Trail,,23032,"From downtown Breckenridge, head south on Highway 9.  Turn left on Boreas Pass Road.  Drive 3.5 miles to the Winter Trailhead (just after the road turns to dirt).",39.4627,-106.02113,,,Baker Tank Trail,1-6838,23032,5,mountain biking,http://www.singletracks.com/item.php?c=1&i=6838,"""6""",1,"This is a simple loop.  3 miles up the dirt road to Baker Tank.  Turn left onto the singletrack and follow it three miles back to the parking lot.  The grade of the gravel road is very slight and the only really steep part will be at the beginning of the singletrack.  After that, it's mostly level and roller coaster before dropping sharply back to the start.  The singletrack portion is well covered and at altitude, so it usually doesn't dry out until mid-late June.  It is also very rooty, demanding caution when wet.",6,2012-08-15T16:12:35Z,5,mountain biking,2012-08-15T16:12:35Z,http://images.singletracks.com/2013/06/CIMG1771-0.jpg,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Idaho,United States,Horse Heaven Cabin,,10663,"From Elk City, Idaho, travel southeast on Highway 14 and Forest Road 222. Continue east on Forest Road 468 for about 36 miles.   From Darby, head south for 4 miles on Highway 93. On West Fork Road/Highway 473, continue past the 14-mile marker to the Nez Perce Road/Magruder Corridor Road. Turn west and go 57 miles on the paved, gravel, one-lane, steep road and turn south at the sign for Trail 28 and follow tracks to the cabin.   High-clearance vehicles are required to access the cabin year-round.  Maps  may be purchased by calling the West Fork Ranger District.",45.635,-114.912778,,,Horse Heaven Cabin,3-5078,10663,6,camping,http://www.tripleblaze.com/trail.php?c=2&i=5078,"""3""",,"The Horse Heaven Cabin is a historic cabin that sits between two scenic wilderness areas in northeastern Idaho. It provides access to a variety of trails and recreational opportunities unique to the area. The cabin is equipped to handle equestrian campers, as well as adventurers of all types.",3,2012-08-15T17:31:31Z,6,camping,2012-08-15T17:31:31Z,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astor,Florida,United States,Bluffton Interpretive Trail,,16263,"Lake George State Forest is located in northwestern Volusia County near the towns of Barberville and Astor. To access the forest south of State Road 40 (Mary Farms/Dexter Tracts) take St. Johns River Road, located 1/2 mile east of Astor. This goes to the Bluffton Recreation Area.",29.12542,-81.50311,,,Bluffton Interpretive Trail,2-3732,16263,2,hiking,http://www.tripleblaze.com/trail.php?c=3&i=3732,"""1""",,"This is a nice short trail with information on the different plants in this forest. It has a restroom &amp; picnic pavilion, plus a place to launch a canoe or fish from the dock.",1,2012-08-15T16:12:21Z,2,hiking,2012-08-15T16:12:21Z,http://images.tripleblaze.com/2013/04/0-Dec-(Kyle)-190-0.jpg,,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sault Ste Marie,Michigan,United States,St Marys River,,21892,"U.S. Army Corps of Engineers&lt;br /&gt;USACE, Soo Area Office&lt;br /&gt;Sault Ste Marie, MI 49783&lt;br /&gt;Phone: (906) 635-3464",46.513285,-84.427333,"The St. Marys River flows between Sault Ste. Marie, Michigan and Sault Ste. Marie, Ontario, Canada. The world famous &quot;Soo Locks&quot; are located on the Michigan side. Visitors view lake freighters and ocean-going ships traverse the locks between Lake Superior to the north and Lake Huron to the south. At the adjacent Visitors Center, a scale model of the locks demonstrate the operation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torrington,Connecticut,United States,John A. Minetto State Park,,15673,"From the North: take Route 8 south, Exit 44 - (Route 4). Head west on Route 4, through Torrington, for 1½ miles to the junction of Route 272. Head north on Route 272 for about 4 miles. The park is located on the right of Route 272. Watch for the State Park shield sign.",41.883767,-73.170999,Summertime fishing or wintertime cross-country skiing make John A. Minetto State Park a four season fun spot.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
